rank,title,year,rating,duration,imdb_rating,genre,movie_url,popularity_score,oscar_wins,oscar_nominations,star_1,star_1_link,star_2,star_2_link,star_3,star_3_link
76,Good Will Hunting,,R,,8.3,"Drama, Romance",https://www.imdb.com/title/tt0119217/,230.0,2,0,Robin Williams,https://www.imdb.com/name/nm0000245/?ref_=tt_cst_t_1,Matt Damon,https://www.imdb.com/name/nm0000354/?ref_=tt_cst_t_2,Ben Affleck,https://www.imdb.com/name/nm0000255/?ref_=tt_cst_t_3
77,Oldeuboi,,R,,8.3,"Action, Drama, Mystery",https://www.imdb.com/title/tt0364569/,295.0,0,0,Choi Min-sik,https://www.imdb.com/name/nm0158856/?ref_=tt_cst_t_1,Yoo Ji-tae,https://www.imdb.com/name/nm0949167/?ref_=tt_cst_t_2,Kang Hye-jeong,https://www.imdb.com/name/nm1367246/?ref_=tt_cst_t_3
78,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,,PG,,8.3,"Comedy, War",https://www.imdb.com/title/tt0057012/,1163.0,0,4,Peter Sellers,https://www.imdb.com/name/nm0000634/?ref_=tt_cst_t_1,George C. Scott,https://www.imdb.com/name/nm0001715/?ref_=tt_cst_t_2,Sterling Hayden,https://www.imdb.com/name/nm0001330/?ref_=tt_cst_t_3
79,American Beauty,,R,,8.3,Drama,https://www.imdb.com/title/tt0169547/,167.0,5,0,Kevin Spacey,https://www.imdb.com/name/nm0000228/?ref_=tt_cst_t_1,Annette Bening,https://www.imdb.com/name/nm0000906/?ref_=tt_cst_t_2,Thora Birch,https://www.imdb.com/name/nm0000301/?ref_=tt_cst_t_3
80,Das Boot,,,,8.4,"Drama, War",https://www.imdb.com/title/tt0082096/,2096.0,0,6,Jürgen Prochnow,https://www.imdb.com/name/nm0001638/?ref_=tt_cst_t_1,Herbert Grönemeyer,https://www.imdb.com/name/nm0344963/?ref_=tt_cst_t_2,Klaus Wennemann,https://www.imdb.com/name/nm0921044/?ref_=tt_cst_t_3
81,Braveheart,,R,,8.3,"Biography, Drama, War",https://www.imdb.com/title/tt0112573/,418.0,5,0,Mel Gibson,https://www.imdb.com/name/nm0000154/?ref_=tt_cst_t_1,Sophie Marceau,https://www.imdb.com/name/nm0000521/?ref_=tt_cst_t_2,Patrick McGoohan,https://www.imdb.com/name/nm0001526/?ref_=tt_cst_t_3
82,Mononoke-hime,,PG-13,,8.3,"Animation, Adventure, Fantasy",https://www.imdb.com/title/tt0119698/,1316.0,0,0,Yôji Matsuda,https://www.imdb.com/name/nm0559444/?ref_=tt_cst_t_1,Yuriko Ishida,https://www.imdb.com/name/nm0410942/?ref_=tt_cst_t_2,Yûko Tanaka,https://www.imdb.com/name/nm0849100/?ref_=tt_cst_t_3
83,Kimi no na wa.,,,,8.4,"Animation, Drama, Fantasy",https://www.imdb.com/title/tt5311514/,799.0,0,0,Ryûnosuke Kamiki,https://www.imdb.com/name/nm1126340/?ref_=tt_cst_t_1,Mone Kamishiraishi,https://www.imdb.com/name/nm4759838/?ref_=tt_cst_t_2,Ryo Narita,https://www.imdb.com/name/nm6954008/?ref_=tt_cst_t_3
84,Tengoku to jigoku,,Not Rated,,8.4,"Crime, Drama, Mystery",https://www.imdb.com/title/tt0057565/,4596.0,0,0,Toshirô Mifune,https://www.imdb.com/name/nm0001536/?ref_=tt_cst_t_1,Yutaka Sada,https://www.imdb.com/name/nm0755403/?ref_=tt_cst_t_2,Tatsuya Nakadai,https://www.imdb.com/name/nm0619938/?ref_=tt_cst_t_3
85,3 Idiots,,PG-13,,8.4,"Comedy, Drama",https://www.imdb.com/title/tt1187043/,1075.0,0,0,Aamir Khan,https://www.imdb.com/name/nm0451148/?ref_=tt_cst_t_1,Madhavan,https://www.imdb.com/name/nm0534856/?ref_=tt_cst_t_2,Mona Singh,https://www.imdb.com/name/nm1587175/?ref_=tt_cst_t_3
86,Joker,,R,,8.3,"Crime, Drama, Thriller",https://www.imdb.com/title/tt7286456/,483.0,2,0,Joaquin Phoenix,https://www.imdb.com/name/nm0001618/?ref_=tt_cst_t_1,Robert De Niro,https://www.imdb.com/name/nm0000134/?ref_=tt_cst_t_2,Zazie Beetz,https://www.imdb.com/name/nm5939164/?ref_=tt_cst_t_3
87,Once Upon a Time in America,,R,,8.3,"Crime, Drama",https://www.imdb.com/title/tt0087843/,514.0,2,0,Robert De Niro,https://www.imdb.com/name/nm0000134/?ref_=tt_cst_t_1,James Woods,https://www.imdb.com/name/nm0000249/?ref_=tt_cst_t_2,Elizabeth McGovern,https://www.imdb.com/name/nm0001527/?ref_=tt_cst_t_3
88,Capharnaüm,,R,,8.4,Drama,https://www.imdb.com/title/tt8267604/,1781.0,0,1,Zain Al Rafeea,https://www.imdb.com/name/nm9862858/?ref_=tt_cst_t_1,Yordanos Shiferaw,https://www.imdb.com/name/nm9862859/?ref_=tt_cst_t_2,Boluwatife Treasure Bankole,https://www.imdb.com/name/nm9862860/?ref_=tt_cst_t_3
89,Singin&apos; in the Rain,,G,,8.3,"Comedy, Musical, Romance",https://www.imdb.com/title/tt0045152/,2115.0,0,2,Gene Kelly,https://www.imdb.com/name/nm0000037/?ref_=tt_cst_t_1,Donald O'Connor,https://www.imdb.com/name/nm0640307/?ref_=tt_cst_t_2,Debbie Reynolds,https://www.imdb.com/name/nm0001666/?ref_=tt_cst_t_3
90,Idi i smotri,,Not Rated,,8.3,"Drama, Thriller, War",https://www.imdb.com/title/tt0091251/,491.0,0,0,Aleksey Kravchenko,https://www.imdb.com/name/nm0470385/?ref_=tt_cst_t_1,Olga Mironova,https://www.imdb.com/name/nm0592500/?ref_=tt_cst_t_2,Liubomiras Laucevicius,https://www.imdb.com/name/nm0490708/?ref_=tt_cst_t_3
91,Requiem for a Dream,,NC-17,,8.3,Drama,https://www.imdb.com/title/tt0180093/,224.0,0,1,Ellen Burstyn,https://www.imdb.com/name/nm0000995/?ref_=tt_cst_t_1,Jared Leto,https://www.imdb.com/name/nm0001467/?ref_=tt_cst_t_2,Jennifer Connelly,https://www.imdb.com/name/nm0000124/?ref_=tt_cst_t_3
92,Toy Story 3,,G,,8.3,"Animation, Adventure, Comedy",https://www.imdb.com/title/tt0435761/,1357.0,2,0,Tom Hanks,https://www.imdb.com/name/nm0000158/?ref_=tt_cst_t_1,Tim Allen,https://www.imdb.com/name/nm0000741/?ref_=tt_cst_t_2,Joan Cusack,https://www.imdb.com/name/nm0000349/?ref_=tt_cst_t_3
93,Star Wars: Episode VI - Return of the Jedi,,PG,,8.3,"Action, Adventure, Fantasy",https://www.imdb.com/title/tt0086190/,1187.0,0,4,Mark Hamill,https://www.imdb.com/name/nm0000434/?ref_=tt_cst_t_1,Harrison Ford,https://www.imdb.com/name/nm0000148/?ref_=tt_cst_t_2,Carrie Fisher,https://www.imdb.com/name/nm0000402/?ref_=tt_cst_t_3
94,Jagten,,R,,8.3,Drama,https://www.imdb.com/title/tt2106476/,654.0,0,1,Mads Mikkelsen,https://www.imdb.com/name/nm0586568/?ref_=tt_cst_t_1,Thomas Bo Larsen,https://www.imdb.com/name/nm0488917/?ref_=tt_cst_t_2,Annika Wedderkopp,https://www.imdb.com/name/nm5038871/?ref_=tt_cst_t_3
95,Eternal Sunshine of the Spotless Mind,,R,,8.3,"Drama, Romance, Sci-Fi",https://www.imdb.com/title/tt0338013/,219.0,1,0,Jim Carrey,https://www.imdb.com/name/nm0000120/?ref_=tt_cst_t_1,Kate Winslet,https://www.imdb.com/name/nm0000701/?ref_=tt_cst_t_2,Tom Wilkinson,https://www.imdb.com/name/nm0929489/?ref_=tt_cst_t_3
96,Ikiru,,Not Rated,,8.3,Drama,https://www.imdb.com/title/tt0044741/,4282.0,0,1,Takashi Shimura,https://www.imdb.com/name/nm0793766/?ref_=tt_cst_t_1,Nobuo Kaneko,https://www.imdb.com/name/nm0437520/?ref_=tt_cst_t_2,Shin'ichi Himori,https://www.imdb.com/name/nm0385443/?ref_=tt_cst_t_3
97,2001: A Space Odyssey,,G,,8.3,"Adventure, Sci-Fi",https://www.imdb.com/title/tt0062622/,283.0,1,0,Keir Dullea,https://www.imdb.com/name/nm0001158/?ref_=tt_cst_t_1,Gary Lockwood,https://www.imdb.com/name/nm0516972/?ref_=tt_cst_t_2,William Sylvester,https://www.imdb.com/name/nm0843213/?ref_=tt_cst_t_3
98,Reservoir Dogs,,R,,8.3,"Crime, Thriller",https://www.imdb.com/title/tt0105236/,715.0,0,0,Harvey Keitel,https://www.imdb.com/name/nm0000172/?ref_=tt_cst_t_1,Tim Roth,https://www.imdb.com/name/nm0000619/?ref_=tt_cst_t_2,Michael Madsen,https://www.imdb.com/name/nm0000514/?ref_=tt_cst_t_3
99,The Apartment,,Approved,,8.3,"Comedy, Drama, Romance",https://www.imdb.com/title/tt0053604/,2121.0,5,0,Jack Lemmon,https://www.imdb.com/name/nm0000493/?ref_=tt_cst_t_1,Shirley MacLaine,https://www.imdb.com/name/nm0000511/?ref_=tt_cst_t_2,Fred MacMurray,https://www.imdb.com/name/nm0534045/?ref_=tt_cst_t_3
100,Incendies,,R,,8.3,"Drama, Mystery, War",https://www.imdb.com/title/tt1255953/,372.0,0,1,Lubna Azabal,https://www.imdb.com/name/nm0044073/?ref_=tt_cst_t_1,Mélissa Désormeaux-Poulin,https://www.imdb.com/name/nm0246386/?ref_=tt_cst_t_2,Maxim Gaudette,https://www.imdb.com/name/nm0309945/?ref_=tt_cst_t_3
101,Lawrence of Arabia,,PG,,8.3,"Adventure, Biography, Drama",https://www.imdb.com/title/tt0056172/,924.0,7,0,Peter O'Toole,https://www.imdb.com/name/nm0000564/?ref_=tt_cst_t_1,Alec Guinness,https://www.imdb.com/name/nm0000027/?ref_=tt_cst_t_2,Anthony Quinn,https://www.imdb.com/name/nm0000063/?ref_=tt_cst_t_3
102,Scarface,,R,,8.3,"Crime, Drama",https://www.imdb.com/title/tt0086250/,537.0,0,0,Al Pacino,https://www.imdb.com/name/nm0000199/?ref_=tt_cst_t_1,Michelle Pfeiffer,https://www.imdb.com/name/nm0000201/?ref_=tt_cst_t_2,Steven Bauer,https://www.imdb.com/name/nm0000874/?ref_=tt_cst_t_3
103,Double Indemnity,,Approved,,8.3,"Crime, Drama, Film-Noir",https://www.imdb.com/title/tt0036775/,3966.0,0,7,Fred MacMurray,https://www.imdb.com/name/nm0534045/?ref_=tt_cst_t_1,Barbara Stanwyck,https://www.imdb.com/name/nm0001766/?ref_=tt_cst_t_2,Edward G. Robinson,https://www.imdb.com/name/nm0000064/?ref_=tt_cst_t_3
104,North by Northwest,,Approved,,8.3,"Adventure, Drama, Mystery",https://www.imdb.com/title/tt0053125/,532.0,0,3,Cary Grant,https://www.imdb.com/name/nm0000026/?ref_=tt_cst_t_1,Eva Marie Saint,https://www.imdb.com/name/nm0001693/?ref_=tt_cst_t_2,James Mason,https://www.imdb.com/name/nm0000051/?ref_=tt_cst_t_3
105,Heat,,R,,8.3,"Action, Crime, Drama",https://www.imdb.com/title/tt0113277/,238.0,0,0,Al Pacino,https://www.imdb.com/name/nm0000199/?ref_=tt_cst_t_1,Robert De Niro,https://www.imdb.com/name/nm0000134/?ref_=tt_cst_t_2,Val Kilmer,https://www.imdb.com/name/nm0000174/?ref_=tt_cst_t_3
106,Citizen Kane,,PG,,8.3,"Drama, Mystery",https://www.imdb.com/title/tt0033467/,1058.0,1,0,Orson Welles,https://www.imdb.com/name/nm0000080/?ref_=tt_cst_t_1,Joseph Cotten,https://www.imdb.com/name/nm0001072/?ref_=tt_cst_t_2,Dorothy Comingore,https://www.imdb.com/name/nm0173827/?ref_=tt_cst_t_3
107,Up,,PG,,8.3,"Animation, Adventure, Comedy",https://www.imdb.com/title/tt1049413/,1025.0,2,0,Edward Asner,https://www.imdb.com/name/nm0000799/?ref_=tt_cst_t_1,Jordan Nagai,https://www.imdb.com/name/nm2973712/?ref_=tt_cst_t_2,John Ratzenberger,https://www.imdb.com/name/nm0001652/?ref_=tt_cst_t_3
108,M - Eine Stadt sucht einen Mörder,,Passed,,8.3,"Crime, Mystery, Thriller",https://www.imdb.com/title/tt0022100/,3657.0,0,0,Peter Lorre,https://www.imdb.com/name/nm0000048/?ref_=tt_cst_t_1,Ellen Widmann,https://www.imdb.com/name/nm0927145/?ref_=tt_cst_t_2,Inge Landgut,https://www.imdb.com/name/nm0484737/?ref_=tt_cst_t_3
109,Full Metal Jacket,,R,,8.2,"Drama, War",https://www.imdb.com/title/tt0093058/,536.0,0,1,Matthew Modine,https://www.imdb.com/name/nm0000546/?ref_=tt_cst_t_1,R. Lee Ermey,https://www.imdb.com/name/nm0000388/?ref_=tt_cst_t_2,Vincent D'Onofrio,https://www.imdb.com/name/nm0000352/?ref_=tt_cst_t_3
110,Vertigo,,PG,,8.3,"Mystery, Romance, Thriller",https://www.imdb.com/title/tt0052357/,1360.0,0,2,James Stewart,https://www.imdb.com/name/nm0000071/?ref_=tt_cst_t_1,Kim Novak,https://www.imdb.com/name/nm0001571/?ref_=tt_cst_t_2,Barbara Bel Geddes,https://www.imdb.com/name/nm0000895/?ref_=tt_cst_t_3
111,Le fabuleux destin d&apos;Amélie Poulain,,R,,8.3,"Comedy, Romance",https://www.imdb.com/title/tt0211915/,498.0,0,5,Audrey Tautou,https://www.imdb.com/name/nm0851582/?ref_=tt_cst_t_1,Mathieu Kassovitz,https://www.imdb.com/name/nm0440913/?ref_=tt_cst_t_2,Rufus,https://www.imdb.com/name/nm0749363/?ref_=tt_cst_t_3
112,A Clockwork Orange,,R,,8.2,"Crime, Sci-Fi",https://www.imdb.com/title/tt0066921/,467.0,0,4,Malcolm McDowell,https://www.imdb.com/name/nm0000532/?ref_=tt_cst_t_1,Patrick Magee,https://www.imdb.com/name/nm0535861/?ref_=tt_cst_t_2,Michael Bates,https://www.imdb.com/name/nm0060988/?ref_=tt_cst_t_3
113,Jodaeiye Nader az Simin,,PG-13,,8.3,Drama,https://www.imdb.com/title/tt1832382/,2507.0,1,0,Payman Maadi,https://www.imdb.com/name/nm1818216/?ref_=tt_cst_t_1,Leila Hatami,https://www.imdb.com/name/nm0368689/?ref_=tt_cst_t_2,Sareh Bayat,https://www.imdb.com/name/nm4299147/?ref_=tt_cst_t_3
114,To Kill a Mockingbird,,Approved,,8.3,"Crime, Drama",https://www.imdb.com/title/tt0056592/,1712.0,3,0,Gregory Peck,https://www.imdb.com/name/nm0000060/?ref_=tt_cst_t_1,John Megna,https://www.imdb.com/name/nm0576345/?ref_=tt_cst_t_2,Frank Overton,https://www.imdb.com/name/nm0653942/?ref_=tt_cst_t_3
115,Oppenheimer,,R,,8.3,"Biography, Drama, History",https://www.imdb.com/title/tt15398776/,70.0,7,0,Cillian Murphy,https://www.imdb.com/name/nm0614165/?ref_=tt_cst_t_1,Emily Blunt,https://www.imdb.com/name/nm1289434/?ref_=tt_cst_t_2,Matt Damon,https://www.imdb.com/name/nm0000354/?ref_=tt_cst_t_3
116,Die Hard,,R,,8.2,"Action, Thriller",https://www.imdb.com/title/tt0095016/,752.0,0,4,Bruce Willis,https://www.imdb.com/name/nm0000246/?ref_=tt_cst_t_1,Alan Rickman,https://www.imdb.com/name/nm0000614/?ref_=tt_cst_t_2,Bonnie Bedelia,https://www.imdb.com/name/nm0000889/?ref_=tt_cst_t_3
117,The Sting,,PG,,8.3,"Comedy, Crime, Drama",https://www.imdb.com/title/tt0070735/,1424.0,7,0,Paul Newman,https://www.imdb.com/name/nm0000056/?ref_=tt_cst_t_1,Robert Redford,https://www.imdb.com/name/nm0000602/?ref_=tt_cst_t_2,Robert Shaw,https://www.imdb.com/name/nm0001727/?ref_=tt_cst_t_3
118,Taare Zameen Par,,PG,,8.3,"Drama, Family",https://www.imdb.com/title/tt0986264/,4610.0,0,0,Darsheel Safary,https://www.imdb.com/name/nm2594301/?ref_=tt_cst_t_1,Aamir Khan,https://www.imdb.com/name/nm0451148/?ref_=tt_cst_t_2,Tisca Chopra,https://www.imdb.com/name/nm1538116/?ref_=tt_cst_t_3
119,Indiana Jones and the Last Crusade,,PG-13,,8.2,"Action, Adventure",https://www.imdb.com/title/tt0097576/,1332.0,1,0,Harrison Ford,https://www.imdb.com/name/nm0000148/?ref_=tt_cst_t_1,Sean Connery,https://www.imdb.com/name/nm0000125/?ref_=tt_cst_t_2,Alison Doody,https://www.imdb.com/name/nm0233145/?ref_=tt_cst_t_3
120,Metropolis,,Not Rated,,8.3,"Drama, Sci-Fi",https://www.imdb.com/title/tt0017136/,2105.0,0,0,Brigitte Helm,https://www.imdb.com/name/nm0375609/?ref_=tt_cst_t_1,Alfred Abel,https://www.imdb.com/name/nm0002154/?ref_=tt_cst_t_2,Gustav Fröhlich,https://www.imdb.com/name/nm0297054/?ref_=tt_cst_t_3
121,Snatch,,R,,8.2,"Comedy, Crime",https://www.imdb.com/title/tt0208092/,390.0,0,0,Jason Statham,https://www.imdb.com/name/nm0005458/?ref_=tt_cst_t_1,Brad Pitt,https://www.imdb.com/name/nm0000093/?ref_=tt_cst_t_2,Stephen Graham,https://www.imdb.com/name/nm0334318/?ref_=tt_cst_t_3
122,1917,,R,,8.2,"Action, Drama, War",https://www.imdb.com/title/tt8579674/,511.0,3,0,Dean-Charles Chapman,https://www.imdb.com/name/nm2835616/?ref_=tt_cst_t_1,George MacKay,https://www.imdb.com/name/nm1126657/?ref_=tt_cst_t_2,Daniel Mays,https://www.imdb.com/name/nm0990547/?ref_=tt_cst_t_3
123,L.A. Confidential,,R,,8.2,"Crime, Drama, Mystery",https://www.imdb.com/title/tt0119488/,679.0,2,0,Kevin Spacey,https://www.imdb.com/name/nm0000228/?ref_=tt_cst_t_1,Russell Crowe,https://www.imdb.com/name/nm0000128/?ref_=tt_cst_t_2,Guy Pearce,https://www.imdb.com/name/nm0001602/?ref_=tt_cst_t_3
124,Ladri di biciclette,,Not Rated,,8.2,Drama,https://www.imdb.com/title/tt0040522/,4540.0,0,1,Lamberto Maggiorani,https://www.imdb.com/name/nm0536009/?ref_=tt_cst_t_1,Enzo Staiola,https://www.imdb.com/name/nm0821543/?ref_=tt_cst_t_2,Lianella Carell,https://www.imdb.com/name/nm0136794/?ref_=tt_cst_t_3
125,Der Untergang,,R,,8.2,"Biography, Drama, History",https://www.imdb.com/title/tt0363163/,888.0,0,1,Bruno Ganz,https://www.imdb.com/name/nm0004486/?ref_=tt_cst_t_1,Alexandra Maria Lara,https://www.imdb.com/name/nm0487884/?ref_=tt_cst_t_2,Ulrich Matthes,https://www.imdb.com/name/nm0559890/?ref_=tt_cst_t_3
126,Dangal,,Not Rated,,8.3,"Action, Biography, Drama",https://www.imdb.com/title/tt5074352/,,0,0,Aamir Khan,https://www.imdb.com/name/nm0451148/?ref_=tt_cst_t_1,Sakshi Tanwar,https://www.imdb.com/name/nm2799219/?ref_=tt_cst_t_2,Fatima Sana Shaikh,https://www.imdb.com/name/nm0760778/?ref_=tt_cst_t_3
127,Taxi Driver,,R,,8.2,"Crime, Drama",https://www.imdb.com/title/tt0075314/,255.0,0,4,Robert De Niro,https://www.imdb.com/name/nm0000134/?ref_=tt_cst_t_1,Jodie Foster,https://www.imdb.com/name/nm0000149/?ref_=tt_cst_t_2,Cybill Shepherd,https://www.imdb.com/name/nm0001732/?ref_=tt_cst_t_3
128,Hamilton,,PG-13,,8.3,"Biography, Drama, History",https://www.imdb.com/title/tt8503618/,1008.0,2,0,Lin-Manuel Miranda,https://www.imdb.com/name/nm0592135/?ref_=tt_cst_t_1,Phillipa Soo,https://www.imdb.com/name/nm5623883/?ref_=tt_cst_t_2,Leslie Odom Jr.,https://www.imdb.com/name/nm1502434/?ref_=tt_cst_t_3
129,The Wolf of Wall Street,,R,,8.2,"Biography, Comedy, Crime",https://www.imdb.com/title/tt0993846/,138.0,0,5,Leonardo DiCaprio,https://www.imdb.com/name/nm0000138/?ref_=tt_cst_t_1,Jonah Hill,https://www.imdb.com/name/nm1706767/?ref_=tt_cst_t_2,Margot Robbie,https://www.imdb.com/name/nm3053338/?ref_=tt_cst_t_3
130,Batman Begins,,PG-13,,8.2,"Action, Drama",https://www.imdb.com/title/tt0372784/,398.0,0,1,Christian Bale,https://www.imdb.com/name/nm0000288/?ref_=tt_cst_t_1,Michael Caine,https://www.imdb.com/name/nm0000323/?ref_=tt_cst_t_2,Ken Watanabe,https://www.imdb.com/name/nm0913822/?ref_=tt_cst_t_3
131,Green Book,,PG-13,,8.2,"Biography, Comedy, Drama",https://www.imdb.com/title/tt6966692/,279.0,3,0,Viggo Mortensen,https://www.imdb.com/name/nm0001557/?ref_=tt_cst_t_1,Mahershala Ali,https://www.imdb.com/name/nm0991810/?ref_=tt_cst_t_2,Linda Cardellini,https://www.imdb.com/name/nm0004802/?ref_=tt_cst_t_3
132,Per qualche dollaro in più,,R,,8.2,"Drama, Western",https://www.imdb.com/title/tt0059578/,1922.0,0,0,Clint Eastwood,https://www.imdb.com/name/nm0000142/?ref_=tt_cst_t_1,Lee Van Cleef,https://www.imdb.com/name/nm0001812/?ref_=tt_cst_t_2,Gian Maria Volontè,https://www.imdb.com/name/nm0002231/?ref_=tt_cst_t_3
133,Judgment at Nuremberg,,Approved,,8.3,"Drama, War",https://www.imdb.com/title/tt0055031/,1836.0,2,0,Spencer Tracy,https://www.imdb.com/name/nm0000075/?ref_=tt_cst_t_1,Burt Lancaster,https://www.imdb.com/name/nm0000044/?ref_=tt_cst_t_2,Richard Widmark,https://www.imdb.com/name/nm0001847/?ref_=tt_cst_t_3
134,Some Like It Hot,,Approved,,8.2,"Comedy, Music, Romance",https://www.imdb.com/title/tt0053291/,1001.0,1,0,Marilyn Monroe,https://www.imdb.com/name/nm0000054/?ref_=tt_cst_t_1,Tony Curtis,https://www.imdb.com/name/nm0000348/?ref_=tt_cst_t_2,Jack Lemmon,https://www.imdb.com/name/nm0000493/?ref_=tt_cst_t_3
135,The Truman Show,,PG,,8.2,"Comedy, Drama",https://www.imdb.com/title/tt0120382/,309.0,0,3,Jim Carrey,https://www.imdb.com/name/nm0000120/?ref_=tt_cst_t_1,Ed Harris,https://www.imdb.com/name/nm0000438/?ref_=tt_cst_t_2,Laura Linney,https://www.imdb.com/name/nm0001473/?ref_=tt_cst_t_3
136,The Kid,,Passed,,8.2,"Comedy, Drama, Family",https://www.imdb.com/title/tt0012349/,,0,0,Charles Chaplin,https://www.imdb.com/name/nm0000122/?ref_=tt_cst_t_1,Edna Purviance,https://www.imdb.com/name/nm0701012/?ref_=tt_cst_t_2,Jackie Coogan,https://www.imdb.com/name/nm0001067/?ref_=tt_cst_t_3
137,Shutter Island,,R,,8.2,"Drama, Mystery, Thriller",https://www.imdb.com/title/tt1130884/,262.0,0,0,Leonardo DiCaprio,https://www.imdb.com/name/nm0000138/?ref_=tt_cst_t_1,Emily Mortimer,https://www.imdb.com/name/nm0607865/?ref_=tt_cst_t_2,Mark Ruffalo,https://www.imdb.com/name/nm0749263/?ref_=tt_cst_t_3
138,The Father,,PG-13,,8.2,"Drama, Mystery",https://www.imdb.com/title/tt10272386/,870.0,2,0,Anthony Hopkins,https://www.imdb.com/name/nm0000164/?ref_=tt_cst_t_1,Olivia Colman,https://www.imdb.com/name/nm1469236/?ref_=tt_cst_t_2,Mark Gatiss,https://www.imdb.com/name/nm0309693/?ref_=tt_cst_t_3
139,All About Eve,,Approved,,8.2,Drama,https://www.imdb.com/title/tt0042192/,3136.0,6,0,Bette Davis,https://www.imdb.com/name/nm0000012/?ref_=tt_cst_t_1,Anne Baxter,https://www.imdb.com/name/nm0000879/?ref_=tt_cst_t_2,George Sanders,https://www.imdb.com/name/nm0001695/?ref_=tt_cst_t_3
140,Ainda Estou Aqui,,PG-13,,8.5,"Biography, Drama, History",https://www.imdb.com/title/tt14961016/,9.0,1,0,Fernanda Torres,https://www.imdb.com/name/nm0868639/?ref_=tt_cst_t_1,Fernanda Montenegro,https://www.imdb.com/name/nm0005244/?ref_=tt_cst_t_2,Selton Mello,https://www.imdb.com/name/nm0578080/?ref_=tt_cst_t_3
141,Jurassic Park,,PG-13,,8.2,"Action, Adventure, Sci-Fi",https://www.imdb.com/title/tt0107290/,225.0,3,0,Sam Neill,https://www.imdb.com/name/nm0000554/?ref_=tt_cst_t_1,Laura Dern,https://www.imdb.com/name/nm0000368/?ref_=tt_cst_t_2,Jeff Goldblum,https://www.imdb.com/name/nm0000156/?ref_=tt_cst_t_3
142,There Will Be Blood,,R,,8.2,Drama,https://www.imdb.com/title/tt0469494/,299.0,2,0,Daniel Day-Lewis,https://www.imdb.com/name/nm0000358/?ref_=tt_cst_t_1,Paul Dano,https://www.imdb.com/name/nm0200452/?ref_=tt_cst_t_2,Ciarán Hinds,https://www.imdb.com/name/nm0001354/?ref_=tt_cst_t_3
143,Casino,,R,,8.2,"Crime, Drama",https://www.imdb.com/title/tt0112641/,480.0,0,1,Robert De Niro,https://www.imdb.com/name/nm0000134/?ref_=tt_cst_t_1,Sharon Stone,https://www.imdb.com/name/nm0000232/?ref_=tt_cst_t_2,Joe Pesci,https://www.imdb.com/name/nm0000582/?ref_=tt_cst_t_3
144,The Sixth Sense,,PG-13,,8.2,"Drama, Mystery, Thriller",https://www.imdb.com/title/tt0167404/,290.0,0,6,Bruce Willis,https://www.imdb.com/name/nm0000246/?ref_=tt_cst_t_1,Haley Joel Osment,https://www.imdb.com/name/nm0005286/?ref_=tt_cst_t_2,Toni Collette,https://www.imdb.com/name/nm0001057/?ref_=tt_cst_t_3
145,Ran,,R,,8.2,"Action, Drama, War",https://www.imdb.com/title/tt0089881/,2698.0,1,0,Tatsuya Nakadai,https://www.imdb.com/name/nm0619938/?ref_=tt_cst_t_1,Akira Terao,https://www.imdb.com/name/nm0855417/?ref_=tt_cst_t_2,Jinpachi Nezu,https://www.imdb.com/name/nm0628704/?ref_=tt_cst_t_3
146,Top Gun: Maverick,,PG-13,,8.2,"Action, Drama",https://www.imdb.com/title/tt1745960/,124.0,1,0,Tom Cruise,https://www.imdb.com/name/nm0000129/?ref_=tt_cst_t_1,Jennifer Connelly,https://www.imdb.com/name/nm0000124/?ref_=tt_cst_t_2,Miles Teller,https://www.imdb.com/name/nm1886602/?ref_=tt_cst_t_3
147,No Country for Old Men,,R,,8.2,"Crime, Drama, Thriller",https://www.imdb.com/title/tt0477348/,173.0,4,0,Tommy Lee Jones,https://www.imdb.com/name/nm0000169/?ref_=tt_cst_t_1,Javier Bardem,https://www.imdb.com/name/nm0000849/?ref_=tt_cst_t_2,Josh Brolin,https://www.imdb.com/name/nm0000982/?ref_=tt_cst_t_3
148,The Thing,,R,,8.2,"Horror, Mystery, Sci-Fi",https://www.imdb.com/title/tt0084787/,472.0,0,0,Kurt Russell,https://www.imdb.com/name/nm0000621/?ref_=tt_cst_t_1,Wilford Brimley,https://www.imdb.com/name/nm0000979/?ref_=tt_cst_t_2,Keith David,https://www.imdb.com/name/nm0202966/?ref_=tt_cst_t_3
149,El laberinto del fauno,,R,,8.2,"Drama, Fantasy, War",https://www.imdb.com/title/tt0457430/,637.0,3,0,Ivana Baquero,https://www.imdb.com/name/nm1419440/?ref_=tt_cst_t_1,Ariadna Gil,https://www.imdb.com/name/nm0317725/?ref_=tt_cst_t_2,Sergi López,https://www.imdb.com/name/nm0530365/?ref_=tt_cst_t_3
150,Unforgiven,,R,,8.2,"Drama, Western",https://www.imdb.com/title/tt0105695/,66.0,4,0,Clint Eastwood,https://www.imdb.com/name/nm0000142/?ref_=tt_cst_t_1,Gene Hackman,https://www.imdb.com/name/nm0000432/?ref_=tt_cst_t_2,Morgan Freeman,https://www.imdb.com/name/nm0000151/?ref_=tt_cst_t_3
